stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
23927,23927,W 63rd Ave & Wright St,Vehicles Travelling West,39.810931,-105.140666,23927,,0,,,1
24221,24221,120th Ave & Irma Dr,Vehicles Travelling East,39.913868,-104.967548,24221,,0,,,1
24441,24441,500 Block N 111th St,Vehicles Travelling North,40.002993,-105.09325,24441,,0,,,1
25136,25136,W Virginia Ave & S Wadsworth Blvd,Vehicles Travelling West,39.707144,-105.082279,25136,,0,,,1
25159,25159,E Mountain View Ave & Pace St,Vehicles Travelling North,40.18168,-105.074082,25159,,0,,,1
25344,25344,Airport Rd & Buckthorn Dr,Vehicles Travelling East,40.146531,-105.151794,25344,,0,,,1
25444,25444,Broadway & Marine St,Vehicles Travelling North,40.013145,-105.278214,25444,,0,,,1
25451,25451,Quebec St & 36th Ave,Vehicles Travelling South,39.767028,-104.903543,25451,,0,,,1
25653,25653,Kimbark St & Longs Peak Ave,Vehicles Travelling South,40.170402,-105.101263,25653,,0,,,1
25696,25696,40th Ave & Kittridge St,Vehicles Travelling West,39.772946,-104.801354,25696,,0,,,1
25863,25863,Morrison Rd & S Patton Ct,Vehicles Travelling East,39.705806,-105.040314,25863,,0,,,1
25878,25878,Bridge St & S Telluride St,Vehicles Travelling East,39.986663,-104.779979,25878,,0,,,1
25898,25898,Campus Dr & US 287,Vehicles Travelling West,39.967442,-105.088469,25898,,0,,,1
25952,25952,3800 Block W Kenyon Ave,Vehicles Travelling East,39.649566,-105.040933,25952,,0,,,1
26018,26018,88th Ave & Fish Hatchery Rd,Vehicles Travelling East,39.85618,-104.925075,26018,,0,,,1
26363,26363,S Buckley Rd & Maplewood Dr,Vehicles Travelling South,39.604528,-104.787289,26363,,0,,,1
26452,26452,S Jordan Rd & Clark Farms Dr North,Vehicles Travelling North,39.524348,-104.793277,26452,,0,,,1
26453,26453,S Jordan Rd & Rock Brook Blvd,Vehicles Travelling North,39.530329,-104.793283,26453,,0,,,1
26458,26458,S Bellaire St & Mexico Ave,Vehicles Travelling South,39.685441,-104.937426,26458,,0,,,1
26461,26461,S Dahlia St & Jewell Ave,Vehicles Travelling South,39.681812,-104.931737,26461,,0,,,1
33323,33323,Smoky Hill Rd & S Gun Club Rd,Vehicles Travelling West,39.602429,-104.717646,33323,,0,,,1
33484,33484,6400 Block South Boulder Rd,Vehicles Travelling East,39.986107,-105.203522,33484,,0,,,1
33876,33876,Tenino Ave & Manhattan Dr,Vehicles Travelling East,39.996416,-105.229471,33876,,0,,,1
34180,34180,9th Ave & Pratt St,Vehicles Travelling East,40.173846,-105.105004,34180,,0,,,1
34413,34413,1150 Block Prairie Center Pkwy,Vehicles Travelling South,39.969178,-104.77115,34413,,0,,,1
34853,34853,Himalaya Rd & Mitchell Pl,Vehicles Travelling South,39.776959,-104.753972,34853,,0,,,1
34862,34862,Andrews Dr & Billings St,Vehicles Travelling West,39.785281,-104.833299,34862,,0,,,1
23042,23042,Alameda Station,Vehicles Travelling Northwest,39.708706,-104.993143,A,,0,33704,,1
33793,33793,Aspen Park,Vehicles Travelling North,39.541051,-105.298494,,,1,,,0
26193,26193,Nine Mile Station Gate B,Vehicles Travelling Northeast,39.657624,-104.846093,26193,,0,33719,,1
26195,26195,Nine Mile Station Gate D,Vehicles Travelling Northeast,39.657886,-104.845611,26195,,0,33719,,1
17798,17798,8th & Coffman PnR Gate C,Vehicles Travelling South,40.171971,-105.10392,17798,,0,33840,,1
26301,26301,Evans Station Gate B,Vehicles Travelling South,39.678557,-104.992382,26301,,0,33713,,1
26121,26121,Colorado Station Gate A,Vehicles Travelling East,39.679881,-104.938629,26121,,0,33708,,1
34234,34234,Perry Station,Vehicles Travelling North,39.734568,-105.040036,,,1,,,0
33963,33963,Oak Station Gate C,Vehicles Travelling East,39.73749,-105.120309,33963,,0,34239,,1
33966,33966,Red Rocks Community College Station,Vehicles Travelling East,39.725014,-105.151782,B,,0,34240,,1
34738,34738,Peoria Station Gate G,Vehicles Travelling South,39.766232,-104.850903,34738,,0,34502,,1
34559,34559,41st & Fox Station Track 2,Vehicles Travelling South,39.773021,-104.996992,A,,0,34548,,1
10303,10303,W 17th Ave & King St,Vehicles Travelling West,39.743995,-105.033399,10303,,0,,,1
10357,10357,19th Ave & Grant St,Vehicles Travelling East,39.746128,-104.983247,10357,,0,,,1
10449,10449,W 1st Ave & Lamar St,Vehicles Travelling East,39.718458,-105.067013,10449,,0,,,1
10520,10520,W 20th Ave & Marshall St,Vehicles Travelling West,39.747683,-105.06905,10520,,0,,,1
10586,10586,23rd Ave & Holly St,Vehicles Travelling West,39.751132,-104.922766,10586,,0,,,1
10759,10759,29th Ave & Hudson St,Vehicles Travelling West,39.758423,-104.923013,10759,,0,,,1
10819,10819,30th Ave & Scranton St,Vehicles Travelling East,39.758868,-104.841486,10819,,0,,,1
10912,10912,W 32nd Ave & Sheridan Blvd,Vehicles Travelling East,39.762062,-105.052799,10912,,0,,,1
10993,10993,W 38th Ave & High Ct,Vehicles Travelling West,39.769433,-105.076553,10993,,0,,,1
11006,11006,W 38th Ave & Kendall St,Vehicles Travelling East,39.769302,-105.06689,11006,,0,,,1
11124,11124,W 44th Ave & Eaton St,Vehicles Travelling West,39.776689,-105.059591,11124,,0,,,1
11157,11157,W 44th Ave & Lamar St,Vehicles Travelling East,39.776559,-105.067167,11157,,0,,,1
11337,11337,W 50th Ave & Knox Ct,Vehicles Travelling West,39.787556,-105.032873,11337,,0,,,1
11566,11566,6th Ave & Krameria St,Vehicles Travelling East,39.725299,-104.915628,11566,,0,,,1
11602,11602,6th Ave & Gaylord St,Vehicles Travelling East,39.725525,-104.962304,11602,,0,,,1
11603,11603,6th Ave & Washington St,Vehicles Travelling East,39.725555,-104.978388,11603,,0,,,1
11663,11663,W 72nd Ave & Federal Blvd,Vehicles Travelling East,39.827179,-105.024103,11663,,0,,,1
11859,11859,8th Ave & Humboldt St,Vehicles Travelling West,39.729126,-104.969752,11859,,0,,,1
11952,11952,W Alameda Ave & S Ammons St,Vehicles Travelling West,39.711194,-105.087758,11952,,0,,,1
11986,11986,Alameda Ave & S Emerson St,Vehicles Travelling West,39.71115,-104.976647,11986,,0,,,1
12005,12005,W Alameda Ave & S Harlan St,Vehicles Travelling West,39.711262,-105.063355,12005,,0,,,1
12413,12413,W Bowles Ave & Bell Flower Dr,Vehicles Travelling East,39.609549,-105.043592,12413,,0,,,1
12443,12443,S Broadway & W Powers Ave,Vehicles Travelling South,39.616343,-104.98819,12443,,0,,,1
12458,12458,Broadway & 64th Ave,Vehicles Travelling North,39.813148,-104.98736,12458,,0,,,1
12475,12475,Broadway & Alpine Ave,Vehicles Travelling South,40.026273,-105.282194,12475,,0,,,1
13115,13115,S Colorado Blvd & Exposition Ave,Vehicles Travelling South,39.704179,-104.940888,13115,,0,,,1
13293,13293,1800 Block W Dartmouth Ave,Vehicles Travelling West,39.660525,-105.008274,13293,,0,,,1
13415,13415,S Downing St & Kentucky Ave,Vehicles Travelling South,39.699982,-104.973467,13415,,0,,,1
13493,13493,Easter Ave & S University Blvd,Vehicles Travelling West,39.588935,-104.961085,13493,,0,,,1
13606,13606,Evans Ave & S Milwaukee St,Vehicles Travelling East,39.678352,-104.952551,13606,,0,,,1
13756,13756,Federal Blvd & W 74th Ave,Vehicles Travelling South,39.829863,-105.025118,13756,,0,,,1
13784,13784,S Federal Blvd & W Amherst Ave,Vehicles Travelling South,39.664595,-105.025244,13784,,0,,,1
13833,13833,S Federal Blvd & W Louisiana Ave,Vehicles Travelling North,39.69391,-105.024933,13833,,0,,,1
14137,14137,Hampden Ave & S Colorado Blvd,Vehicles Travelling East,39.652894,-104.940188,14137,,0,,,1
14138,14138,Hampden Ave & S Dahlia St,Vehicles Travelling East,39.652953,-104.931017,14138,,0,,,1
14429,14429,Huron St & W 99th Ave,Vehicles Travelling South,39.875126,-104.996776,14429,,0,,,1
14718,14718,Kalamath St & W 10th Ave,Vehicles Travelling South,39.731876,-105.000244,14718,,0,,,1
14945,14945,Larimer St & 32nd St,Vehicles Travelling Southwest,39.764319,-104.97801,14945,,0,,,1
14988,14988,S Lincoln St & Virginia Ave,Vehicles Travelling North,39.707768,-104.986327,14988,,0,,,1
15071,15071,Louisiana Ave & S Yampa Ct,Vehicles Travelling West,39.693118,-104.775055,15071,,0,,,1
15130,15130,Madison St & 28th Ave,Vehicles Travelling South,39.757085,-104.946525,15130,,0,,,1
15151,15151,Main St & 3rd Ave,Vehicles Travelling South,40.163474,-105.102641,15151,,0,,,1
15244,15244,MLK Blvd & Magnolia St,Vehicles Travelling East,39.761774,-104.911194,15244,,0,,,1
15366,15366,Mississippi Ave & S Geneva St,Vehicles Travelling East,39.696445,-104.867957,15366,,0,,,1
15534,15534,S Monaco Pkwy & Exposition Ave,Vehicles Travelling South,39.70454,-104.913025,15534,,0,,,1
15569,15569,S Monaco Pkwy & Yale Ave,Vehicles Travelling North,39.667915,-104.912727,15569,,0,,,1
15652,15652,Mountain View Ave & Vivian St,Vehicles Travelling West,40.181365,-105.119478,15652,,0,,,1
15730,15730,South Golden Rd & Mt Vernon Rd,Vehicles Travelling West,39.734127,-105.179332,15730,,0,,,1
15842,15842,Pecos St & W 70th Ave,Vehicles Travelling North,39.823979,-105.006056,15842,,0,,,1
15925,15925,S Peoria St & Dartmouth Ave,Vehicles Travelling South,39.661401,-104.847418,15925,,0,,,1
15970,15970,Pierce St & W 13th Ave,Vehicles Travelling South,39.735723,-105.072004,15970,,0,,,1
16455,16455,Sheridan Blvd & W 1st Ave,Vehicles Travelling North,39.718911,-105.053154,16455,,0,,,1
16468,16468,Sheridan Blvd & W 35th Ave,Vehicles Travelling North,39.766255,-105.053144,16468,,0,,,1
16520,16520,Sheridan Blvd & Turnpike Dr,Vehicles Travelling Northwest,39.85423,-105.053132,16520,,0,,,1
16589,16589,Simms St & W 8th Ave,Vehicles Travelling South,39.728642,-105.128627,16589,,0,,,1
16661,16661,Stout St & Park Ave,Vehicles Travelling Northeast,39.752555,-104.984287,16661,,0,,,1
16813,16813,S University Blvd & Cherry Hills Dr,Vehicles Travelling South,39.643008,-104.959624,16813,,0,,,1
16838,16838,S University Blvd & Floyd Ave,Vehicles Travelling South,39.656882,-104.959553,16838,,0,,,1
16946,16946,Wadsworth Blvd & W 1st Ave,Vehicles Travelling North,39.71885,-105.081335,16946,,0,,,1
17108,17108,S Wadsworth Blvd & W Woodard Dr,Vehicles Travelling South,39.676063,-105.081589,17108,,0,,,1
17116,17116,Walnut St & 20th St,Vehicles Travelling Northeast,40.018851,-105.269592,17116,,0,,,1
17126,17126,Ward Rd & W 61st Ave,Vehicles Travelling South,39.807296,-105.138027,17126,,0,,,1
17177,17177,5300 Block Washington St,Vehicles Travelling North,39.791912,-104.978187,17177,,0,,,1
17217,17217,Washington St & Explorador Calle,Vehicles Travelling North,39.842425,-104.977765,17217,,0,,,1
17573,17573,Ken Pratt Blvd & S Bowen St,Vehicles Travelling East,40.152234,-105.111595,17573,,0,,,1
17710,17710,17th St & Glenarm [ Y Stop ],Vehicles Travelling East,39.744464,-104.989005,17710,,0,,,1
17779,17779,S Lincoln St & Bayaud Ave,Vehicles Travelling North,39.715045,-104.986201,17779,,0,,,1
17872,17872,N Public Rd & W Geneseo St,Vehicles Travelling South,39.999373,-105.090559,17872,,0,,,1
17996,17996,Hwy 119 & Hwy 52,Vehicles Travelling Northeast,40.089322,-105.18962,17996,,0,,,1
18282,18282,Smoky Hill Rd & Radcliff Dr,Vehicles Travelling Southeast,39.636713,-104.820832,18282,,0,,,1
18331,18331,W 92nd Ave & Raleigh St,Vehicles Travelling West,39.863582,-105.040721,18331,,0,,,1
18836,18836,S Broadway & W Ridge Rd,Vehicles Travelling South,39.590388,-104.988468,18836,,0,,,1
18950,18950,S Buckley Rd & Dartmouth Ave,Vehicles Travelling North,39.659967,-104.790957,18950,,0,,,1
19189,19189,Arapahoe Ave & Foothills Pkwy Nearside,Vehicles Travelling East,40.014444,-105.244343,19189,,0,,,1
19374,19374,14100 Block Denver West Pkwy,Vehicles Travelling Southwest,39.742591,-105.158452,19374,,0,,,1
19416,19416,W 88th Ave & Independence St,Vehicles Travelling West,39.856527,-105.104176,19416,,0,,,1
19551,19551,W 112th Ave & Benton St,Vehicles Travelling West,39.89988,-105.055597,19551,,0,,,1
19747,19747,Longs Peak Ave & Lincoln St,Vehicles Travelling East,40.170314,-105.113812,19747,,0,,,1
20001,20001,52nd Ave & Monroe St,Vehicles Travelling East,39.790925,-104.945206,20001,,0,,,1
20095,20095,Leetsdale Dr & Exposition Ave,Vehicles Travelling Northwest,39.704074,-104.914879,20095,,0,,,1
20125,20125,W 9th Ave & Kalamath St,Vehicles Travelling East,39.730464,-104.999837,20125,,0,,,1
20224,20224,Chambers Rd & 5th Ave,Vehicles Travelling South,39.722826,-104.809992,20224,,0,,,1
20226,20226,S Uravan St & Tennessee Ave,Vehicles Travelling South,39.697533,-104.777892,20226,,0,,,1
21400,21400,72nd Ave & Hwy 2,Vehicles Travelling East,39.827107,-104.915093,21400,,0,,,1
21441,21441,W 8th Ave & Wyandot St,Vehicles Travelling West,39.729389,-105.013733,21441,,0,,,1
21499,21499,Arapahoe Rd & S Peoria St,Vehicles Travelling East,39.594897,-104.848549,21499,,0,,,1
21637,21637,Via Appia & South Boulder Rd,Vehicles Travelling Southwest,39.986395,-105.142337,21637,,0,,,1
21669,21669,Arapahoe Rd & N 101st St,Vehicles Travelling West,40.014761,-105.115897,21669,,0,,,1
21800,21800,W 20th Ave & Benton St,Vehicles Travelling East,39.747548,-105.055334,21800,,0,,,1
21918,21918,Hwy 119 & Hurricane Hill Rd,Vehicles Travelling East,39.968357,-105.48502,21918,,0,,,1
22023,22023,31st St & Ringsby Ct,Vehicles Travelling Northwest,39.768122,-104.985565,22023,,0,,,1
22036,22036,S Picadilly Rd & Dorado Ave,Vehicles Travelling North,39.611754,-104.744607,22036,,0,,,1
22600,22600,Arapahoe Rd & S Galena St,Vehicles Travelling West,39.595171,-104.870726,22600,,0,,,1
22807,22807,Baseline Rd & 55th St,Vehicles Travelling East,40.000039,-105.224578,22807,,0,,,1
22979,22979,80th Ave & Larkwood St,Vehicles Travelling West,39.841769,-104.914581,22979,,0,,,1
23028,23028,10300 Block Arapahoe Rd,Vehicles Travelling East,40.014669,-105.108157,23028,,0,,,1
23456,23456,S Chambers Rd & Smoky Hill Rd,Vehicles Travelling South,39.631991,-104.810456,23456,,0,,,1
23647,23647,Colorado Blvd & Muriel Dr,Vehicles Travelling North,39.896667,-104.940134,23647,,0,,,1
23728,23728,W Exposition Ave & S Zuni St,Vehicles Travelling East,39.703883,-105.015385,23728,,0,,,1
24519,24519,Tower Rd & 22nd Ave,Vehicles Travelling South,39.748817,-104.772472,24519,,0,,,1
24671,24671,S University Blvd & S Crosspointe Dr,Vehicles Travelling West,39.54402,-104.924444,24671,,0,,,1
25188,25188,Chambers Rd & 52nd Ave,Vehicles Travelling North,39.787835,-104.809528,25188,,0,,,1
25212,25212,Hampden Ave & S Sherman St,Vehicles Travelling West,39.653194,-104.985655,25212,,0,,,1
25247,25247,S Yosemite St & Lehigh Ave,Vehicles Travelling South,39.647182,-104.885126,25247,,0,,,1
25892,25892,Exempla Cir & Public Rd,Vehicles Travelling Northwest,39.971947,-105.083778,25892,,0,,,1
25896,25896,Exempla Cir & Public Rd,Vehicles Travelling East,39.972017,-105.084318,25896,,0,,,1
26051,26051,Chestnut St & 19th St,Vehicles Travelling Southwest,39.756984,-104.999681,26051,,0,,,1
26095,26095,28th St & Spruce St,Vehicles Travelling South,40.023492,-105.258565,26095,,0,,,1
26525,26525,Lincoln Ave & 6th St,Vehicles Travelling East,39.536357,-104.813873,26525,,0,,,1
26572,26572,17th Pl & Aurora Ct,Vehicles Travelling West,39.744538,-104.837592,26572,,0,,,1
26646,26646,Collyer St & 4th Ave,Vehicles Travelling North,40.166167,-105.09808,26646,,0,,,1
33035,33035,W 120th Ave & Vrain St,Vehicles Travelling West,39.914282,-105.046861,33035,,0,,,1
33614,33614,Fitzsimons Pkwy & Montview Blvd,Vehicles Travelling South,39.747239,-104.829488,33614,,0,,,1
34349,34349,W 46th Ave & Zuni St,Vehicles Travelling East,39.780121,-105.015311,34349,,0,,,1
34403,34403,Quebec St & 28th Ave,Vehicles Travelling North,39.755745,-104.903242,34403,,0,,,1
34442,34442,MLK Blvd & Niagara St,Vehicles Travelling West,39.762025,-104.910868,34442,,0,,,1
34443,34443,Prairie Center Pkwy Loop,Vehicles Travelling Southwest,39.950426,-104.785025,34443,,0,,,1
34463,34463,W Evans Ave & S Sheridan Blvd,Vehicles Travelling West,39.679212,-105.055225,34463,,0,,,1
34646,34646,Broadway & 70th Ave,Vehicles Travelling South,39.824927,-104.987573,34646,,0,,,1
34806,34806,Maxwell Pl & Netherland St,Vehicles Travelling East,39.795981,-104.739895,34806,,0,,,1
35022,35022,Main St & 8th Ave,Vehicles Travelling North,40.172484,-105.102382,35022,,0,,,1
35226,35226,2200 Block W Hecla Dr,Vehicles Travelling South,39.992269,-105.131461,35226,,0,,,1
35280,35280,112th Ave & Irma Dr,Vehicles Travelling West,39.899582,-104.96475,35280,,0,,,1
26156,26156,40th Ave & Airport Blvd-Gateway Park Stn Gate C,Vehicles Travelling North,39.770081,-104.786684,26156,,0,33740,,1
26160,26160,40th Ave & Airport Blvd-Gateway Park Stn Gate G,Vehicles Travelling East,39.76965,-104.786449,26160,,0,33740,,1
33808,33808,El Rancho,Vehicles Travelling North,39.700022,-105.331002,,,1,,,0
12439,12439,Broadway & 27th Way,Vehicles Travelling Southeast,39.995932,-105.260951,12439,,0,33789,,1
18672,18672,Nine Mile Station Gate A,Vehicles Travelling Northeast,39.657547,-104.846283,18672,,0,33719,,1
26196,26196,Nine Mile Station Gate F,Vehicles Travelling Southwest,39.658014,-104.846143,26196,,0,33719,,1
34706,34706,US 36 / McCaslin Station West Side,Vehicles Travelling South,39.957994,-105.168557,,,1,,,0
25052,25052,US 36 & McCaslin Stn Gate F,Vehicles Travelling Southwest,39.957214,-105.165746,25052,,0,34706,,1
22566,22566,US 36 & Table Mesa Station Gate D,Vehicles Travelling Northeast,39.98687,-105.232758,22566,,0,33743,,1
34136,34136,Cherry Creek,Vehicles Travelling North,39.718122,-104.957349,,,1,,,0
33733,33733,Thornton West Side,Vehicles Travelling South,39.8553,-104.987905,,,1,,,0
13092,13092,Colorado Blvd & Colfax Ave,Vehicles Travelling North,39.741007,-104.940502,13092,,0,,,1
33694,33694,Decatur / Federal Station Gate D,Vehicles Travelling Southeast,39.738056,-105.022653,33694,,0,34232,,1
10076,10076,W 10th Ave & Sheridan Blvd,Vehicles Travelling East,39.733072,-105.052504,10076,,0,,,1
10491,10491,W 1st Ave & Wolff St,Vehicles Travelling East,39.718123,-105.047607,10491,,0,,,1
10525,10525,W 20th Ave & Owens Ct,Vehicles Travelling West,39.747469,-105.121102,10525,,0,,,1
10725,10725,28th St & Iris Ave,Vehicles Travelling South,40.035089,-105.25868,10725,,0,,,1
10727,10727,28th St & Kalmia Ave,Vehicles Travelling North,40.039811,-105.258309,10727,,0,,,1
10820,10820,30th Ave & Uvalda St,Vehicles Travelling East,39.757254,-104.833747,10820,,0,,,1
10834,10834,30th St & Arapahoe Ave,Vehicles Travelling North,40.015299,-105.253563,10834,,0,,,1
10943,10943,Bruce Randolph Ave & Elizabeth St,Vehicles Travelling East,39.764413,-104.955829,10943,,0,,,1
10967,10967,W 38th Ave & Alcott St,Vehicles Travelling East,39.769202,-105.017733,10967,,0,,,1
10980,10980,W 38th Ave & Depew St,Vehicles Travelling East,39.769263,-105.057317,10980,,0,,,1
11055,11055,W 38th Ave & Wadsworth Blvd,Vehicles Travelling East,39.769243,-105.081,11055,,0,,,1
11061,11061,W 38th Ave & Wolff St,Vehicles Travelling West,39.769437,-105.049079,11061,,0,,,1
11094,11094,3600 Block 40th Ave,Vehicles Travelling East,39.772814,-104.94465,11094,,0,,,1
11440,11440,W 58th Ave & Quail St,Vehicles Travelling West,39.80188,-105.123814,11440,,0,,,1
11490,11490,60th Ave & Glencoe St,Vehicles Travelling East,39.805506,-104.926042,11490,,0,,,1
11507,11507,W 64th Ave & Union St,Vehicles Travelling East,39.81262,-105.132383,11507,,0,,,1
11659,11659,W 72nd Ave & Depew St,Vehicles Travelling East,39.826659,-105.058534,11659,,0,,,1
12081,12081,W Alameda Ave & S Routt St,Vehicles Travelling West,39.711056,-105.128387,12081,,0,,,1
12202,12202,Arapahoe Ave & 17th St,Vehicles Travelling West,40.014644,-105.272935,12202,,0,,,1
12216,12216,Arapahoe Ave & 33rd St,Vehicles Travelling East,40.01451,-105.249753,12216,,0,,,1
12546,12546,S Broadway & Kenyon Ave,Vehicles Travelling North,39.650045,-104.987534,12546,,0,,,1
12647,12647,S Buckley Rd & Princeton Dr,Vehicles Travelling North,39.640952,-104.791271,12647,,0,,,1
12900,12900,Colfax Ave & Hudson St,Vehicles Travelling West,39.740238,-104.923931,12900,,0,,,1
12901,12901,Colfax Ave & Idalia Ct,Vehicles Travelling East,39.739991,-104.805713,12901,,0,,,1
12928,12928,W Colfax Ave & Meade St,Vehicles Travelling East,39.740259,-105.035537,12928,,0,,,1
12949,12949,Colfax Ave & Oneida St,Vehicles Travelling West,39.740252,-104.90854,12949,,0,,,1
12950,12950,W Colfax Ave & Oak St,Vehicles Travelling West,39.740322,-105.119452,12950,,0,,,1
13023,13023,W Colfax Ave & Youngfield St,Vehicles Travelling West,39.739752,-105.142089,13023,,0,,,1
13294,13294,1600 Block W Dartmouth Ave,Vehicles Travelling East,39.660414,-105.007175,13294,,0,,,1
13395,13395,S Downing St & Colorado Ave,Vehicles Travelling North,39.684241,-104.973297,13395,,0,,,1
13426,13426,Downing St & Speer Blvd,Vehicles Travelling North,39.719385,-104.973181,13426,,0,,,1
13576,13576,W Evans Ave & S Depew St,Vehicles Travelling East,39.679097,-105.056929,13576,,0,,,1
13734,13734,Federal Blvd & W 54th Ave,Vehicles Travelling North,39.794949,-105.025094,13734,,0,,,1
13813,13813,S Federal Blvd & W Florida Ave,Vehicles Travelling North,39.689857,-105.024936,13813,,0,,,1
13816,13816,S Federal Blvd & W Floyd Ave,Vehicles Travelling North,39.65741,-105.025079,13816,,0,,,1
13852,13852,S Federal Blvd & W Union Ave,Vehicles Travelling South,39.631212,-105.025544,13852,,0,,,1
14266,14266,S Havana St & Florida Ave,Vehicles Travelling South,39.68908,-104.866091,14266,,0,,,1
14435,14435,Huron St & Kennedy Dr,Vehicles Travelling North,39.8935,-104.996553,14435,,0,,,1
14596,14596,Iris Ave & Broadway,Vehicles Travelling East,40.036337,-105.281064,14596,,0,,,1
14622,14622,S Irving St & W Walsh Pl,Vehicles Travelling South,39.703398,-105.029872,14622,,0,,,1
14630,14630,Jackson St & 24th St,Vehicles Travelling East,39.745858,-105.208869,14630,,0,,,1
14650,14650,Jay Rd & Juhls Dr,Vehicles Travelling West,40.05108,-105.221972,14650,,0,,,1
14828,14828,Kipling St & W 51st Pl,Vehicles Travelling North,39.790486,-105.1093,14828,,0,,,1
14892,14892,S Kipling St & S Lakehurst Way,Vehicles Travelling South,39.633675,-105.110061,14892,,0,,,1
14924,14924,Lamar St & W 68th Ave,Vehicles Travelling North,39.81967,-105.067253,14924,,0,,,1
15167,15167,S Main St & Grand Ave,Vehicles Travelling South,40.151707,-105.102701,15167,,0,,,1
15187,15187,Manhattan Dr & South Boulder Rd,Vehicles Travelling North,39.986231,-105.227415,15187,,0,,,1
15198,15198,Mansfield Ave & S Richfield St,Vehicles Travelling Southeast,39.645538,-104.78719,15198,,0,,,1
15648,15648,Mountain View Ave & Stuart St,Vehicles Travelling West,40.181389,-105.128868,15648,,0,,,1
15849,15849,Pecos St & W 76th Ave,Vehicles Travelling South,39.833466,-105.006261,15849,,0,,,1
15898,15898,Peoria St & 25th Ave,Vehicles Travelling South,39.752943,-104.84704,15898,,0,,,1
15929,15929,S Peoria St & Exposition Dr,Vehicles Travelling North,39.704374,-104.847099,15929,,0,,,1
16392,16392,S Sable Blvd & Iliff Ave,Vehicles Travelling North,39.675366,-104.820303,16392,,0,,,1
16402,16402,S Sable Blvd & Mississippi Ave,Vehicles Travelling North,39.697008,-104.819068,16402,,0,,,1
16509,16509,Sheridan Blvd & W 8th Ave,Vehicles Travelling South,39.728212,-105.053375,16509,,0,,,1
16717,16717,Tejon St & W 41st Ave,Vehicles Travelling South,39.772702,-105.011288,16717,,0,,,1
16740,16740,S Teller St & W Cedar Ave,Vehicles Travelling South,39.71218,-105.076932,16740,,0,,,1
16769,16769,Tulsa Ct & Elk Pl,Vehicles Travelling South,39.782264,-104.840634,16769,,0,,,1
17076,17076,S Wadsworth Blvd & W Louisiana Ave,Vehicles Travelling North,39.692652,-105.081444,17076,,0,,,1
17218,17218,Washington St & Garland Dr,Vehicles Travelling North,39.891125,-104.977568,17218,,0,,,1
17443,17443,S Yosemite St & Mansfield Ave,Vehicles Travelling South,39.644393,-104.885192,17443,,0,,,1
17593,17593,S Wheeling Way & S Uvalda St,Vehicles Travelling Southeast,39.694177,-104.83727,17593,,0,,,1
17634,17634,S Main St & Quebec Ave,Vehicles Travelling North,40.141658,-105.102324,17634,,0,,,1
17773,17773,Broadway & 4th Ave,Vehicles Travelling South,39.722192,-104.987628,17773,,0,,,1
17873,17873,S Public Rd & W Chester St,Vehicles Travelling South,39.995447,-105.090518,17873,,0,,,1
18050,18050,W 120th Ave & Pecos St,Vehicles Travelling East,39.913764,-105.005348,18050,,0,,,1
18292,18292,Smoky Hill Rd & S Buckley Rd,Vehicles Travelling Southeast,39.625685,-104.790814,18292,,0,,,1
18319,18319,W 92nd Ave & Pecos St,Vehicles Travelling West,39.863558,-105.006436,18319,,0,,,1
18860,18860,Alameda Ave & S Dayton St,Vehicles Travelling Southwest,39.708991,-104.875785,18860,,0,,,1
19305,19305,Yale Ave & S Quebec St,Vehicles Travelling West,39.667683,-104.904123,19305,,0,,,1
19488,19488,Florida Ave & S Quebec St,Vehicles Travelling East,39.689284,-104.903061,19488,,0,,,1
19566,19566,W 112th Ave & Eaton St,Vehicles Travelling East,39.899688,-105.058176,19566,,0,,,1
19809,19809,63rd St & Nautilus Dr,Vehicles Travelling North,40.061588,-105.206756,19809,,0,,,1
19910,19910,S Parker Rd & S Lansing Way,Vehicles Travelling Northwest,39.663447,-104.858114,19910,,0,,,1
20247,20247,S Buckley Rd & Iliff Ave,Vehicles Travelling North,39.67416,-104.790864,20247,,0,,,1
20376,20376,1st Ave & Downing St,Vehicles Travelling East,39.718144,-104.972827,20376,,0,,,1
20444,20444,7800 Block Iliff Ave,Vehicles Travelling East,39.674667,-104.895119,20444,,0,,,1
20454,20454,S Vance St & W Virginia Ave,Vehicles Travelling North,39.70673,-105.079681,20454,,0,,,1
20537,20537,US 287 & Miramonte Blvd,Vehicles Travelling South,39.934779,-105.090962,20537,,0,,,1
20717,20717,South Boulder Rd & S 55th St,Vehicles Travelling West,39.985986,-105.224097,20717,,0,,,1
20763,20763,W 88th Ave & Lipan St,Vehicles Travelling West,39.85638,-105.001393,20763,,0,,,1
20827,20827,Ralston Rd & Wadsworth Blvd,Vehicles Travelling East,39.801898,-105.08104,20827,,0,,,1
20869,20869,Chambers Rd & Maxwell Pl,Vehicles Travelling South,39.794464,-104.809792,20869,,0,,,1
21239,21239,8800 Block Florida Ave,Vehicles Travelling East,39.68922,-104.885301,21239,,0,,,1
21492,21492,W Ken Caryl Ave & S Alkire St,Vehicles Travelling West,39.580849,-105.134155,21492,,0,,,1
22090,22090,56th Ave & Quebec St,Vehicles Travelling West,39.798538,-104.904122,22090,,0,,,1
